"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","Y좌표","X좌표","작업일자"
"SDM160005","서대문구","불광천","불광천길 156","(해담는 다리 옆) CCTV 14-114","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2019","실외","","37.582294","126.9091","2025-12-22 15:12:03.0"
"SDM160006","서대문구","불광천","증가로 264","CU편의점 앞 (증산제2교 옆) CCTV 14-115","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2019","실외","","37.58409","126.91099","2025-12-22 15:12:03.0"
"SDM160007","서대문구","불광천","증가로 264","CU편의점 앞 (증산제2교 옆) CCTV 14-115","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2019","실외","","37.58409","126.91099","2025-12-22 15:12:03.0"
"SDM160008","서대문구","홍제천","홍은동 434","서대문 보건소별관 뒷편 가로등","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.582893","126.9367","2025-12-22 15:12:03.0"
"SDM160009","서대문구","홍제천","홍은동 434","서대문 보건소별관 뒷편 가로등","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.582893","126.9367","2025-12-22 15:12:03.0"
"SDM160010","서대문구","홍제천","홍제동 361-14 맞은편 홍제천로","미세먼지 전광판","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.585808","126.9356","2025-12-22 15:12:03.0"
"SDM160011","서대문구","홍제천","홍제동 361-14 맞은편 홍제천로","미세먼지 전광판","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.585808","126.9356","2025-12-22 15:12:03.0"
"SDM160012","서대문구","홍제천","홍제동 361-7 맞은편","CCTV 서15-828","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.587612","126.9362","2025-12-22 15:12:03.0"
"SDM160013","서대문구","홍제천","홍제동 434 인근","CCTV 서15-832,","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.592358","126.94523","2025-12-22 15:12:03.0"
"SDM160014","서대문구","홍제천","홍제동 434 인근","홍제갓길 4 가로등","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.592358","126.94523","2025-12-22 15:12:03.0"
"SDM160015","서대문구","홍제천","홍제동 277-15 문화촌어린이 공원","문화촌 어린이 공원(cctv 서15-815)","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.594967","126.94742","2025-12-22 15:12:03.0"
"SDM160016","서대문구","홍제천","홍제동 277-15 문화촌어린이 공원","문화촌 어린이 공원(cctv 서15-815)","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.594967","126.94742","2025-12-22 15:12:03.0"
"SDM160017","서대문구","홍제천","홍제동 286-27","포방교 CCTV 서08-119","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.598225","126.94897","2025-12-22 15:12:03.0"
"SDM160018","서대문구","홍제천","홍제동 286-27","포방교 CCTV 서08-119","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.598225","126.94897","2025-12-22 15:12:03.0"
"SDM160019","서대문구","홍제천","홍은동 9-505","옥천2교 인근 CCTV 서15-813","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.5967","126.95087","2025-12-22 15:12:03.0"
"SDM160020","서대문구","불광천","북가좌동 408-1","증산교 인근 CCTV 서15-860","","3. 공원(하천)","자치구","공공WiFi","자가망_U무선망","2020","실외","","37.576965","126.90347","2025-12-22 15:12:03.0"
"SIGMUL001","강서구","서울식물원","마곡동로 161","식물문화센터 B2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL002","강서구","서울식물원","마곡동로 161","식물문화센터 B2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL003","강서구","서울식물원","마곡동로 161","식물문화센터 B2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL004","강서구","서울식물원","마곡동로 161","식물문화센터 B2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL005","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL006","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL007","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL008","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL009","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL010","강서구","서울식물원","마곡동로 161","식물문화센터 B1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL011","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL012","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL013","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL014","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL015","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL016","강서구","서울식물원","마곡동로 161","식물문화센터 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL017","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL018","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL019","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL020","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL021","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL022","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL023","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL024","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL025","강서구","서울식물원","마곡동로 161","식물문화센터 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL026","강서구","서울식물원","마곡동로 161","식물문화센터 3F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL027","강서구","서울식물원","마곡동로 161","식물문화센터 3F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL028","강서구","서울식물원","마곡동로 161","식물문화센터 3F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL029","강서구","서울식물원","마곡동로 161","식물문화센터 3F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL030","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL031","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL032","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL033","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL034","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL035","강서구","서울식물원","마곡동로 161","식물문화센터 4F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.570023","126.83503","2025-12-22 15:12:03.0"
"SIGMUL036","강서구","서울식물원","마곡동로 161","어린이정원학교 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.57057","126.83451","2025-12-22 15:12:03.0"
"SIGMUL037","강서구","서울식물원","마곡동로 161","어린이정원학교 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.57057","126.83451","2025-12-22 15:12:03.0"
"SIGMUL038","강서구","서울식물원","마곡동로 161","티하우스 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.568382","126.83441","2025-12-22 15:12:03.0"
"SIGMUL039","강서구","서울식물원","마곡동로 161","주제원게이트 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.56716","126.83284","2025-12-22 15:12:03.0"
"SIGMUL040","강서구","서울식물원","마곡동로 161","숲문화학교 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.56527","126.83281","2025-12-22 15:12:03.0"
"SIGMUL041","강서구","서울식물원","마곡동로 161","숲문화학교 1F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.56527","126.83281","2025-12-22 15:12:03.0"
"SIGMUL042","강서구","서울식물원","마곡동로 161","방문자센터 1F","","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.566383","126.829735","2025-12-22 15:12:03.0"
"SIGMUL043","강서구","서울식물원","마곡동로 161","방문자센터 1F","","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.566383","126.829735","2025-12-22 15:12:03.0"
"SIGMUL044","강서구","서울식물원","마곡동로 161","마곡문화관 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.5715","126.83494","2025-12-22 15:12:03.0"
"SIGMUL045","강서구","서울식물원","마곡동로 161","마곡문화관 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.5715","126.83494","2025-12-22 15:12:03.0"
"SIGMUL046","강서구","서울식물원","마곡동로 161","마곡문화관 2F","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실내","","37.5715","126.83494","2025-12-22 15:12:03.0"
"SIGMUL047","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57672","126.836105","2025-12-22 15:12:03.0"
"SIGMUL048","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.577103","126.836266","2025-12-22 15:12:03.0"
"SIGMUL049","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.577694","126.836044","2025-12-22 15:12:03.0"
"SIGMUL050","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57802","126.835014","2025-12-22 15:12:03.0"
"SIGMUL051","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.577446","126.83456","2025-12-22 15:12:03.0"
"SIGMUL052","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57698","126.83453","2025-12-22 15:12:03.0"
"SIGMUL053","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.576656","126.83414","2025-12-22 15:12:03.0"
"SIGMUL054","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57621","126.83417","2025-12-22 15:12:03.0"
"SIGMUL055","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5757","126.83371","2025-12-22 15:12:03.0"
"SIGMUL056","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.575367","126.833725","2025-12-22 15:12:03.0"
"SIGMUL057","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5748","126.8332","2025-12-22 15:12:03.0"
"SIGMUL058","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.574265","126.83361","2025-12-22 15:12:03.0"
"SIGMUL059","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57393","126.83307","2025-12-22 15:12:03.0"
"SIGMUL060","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57319","126.832664","2025-12-22 15:12:03.0"
"SIGMUL061","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.57283","126.83305","2025-12-22 15:12:03.0"
"SIGMUL062","강서구","서울식물원","마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.572727","126.83361","2025-12-22 15:12:03.0"
"SIGMUL063","강서구","서울식물원","마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.571915","126.83309","2025-12-22 15:12:03.0"
"SIGMUL064","강서구","서울식물원","마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.572247","126.83202","2025-12-22 15:12:03.0"
"SIGMUL065","강서구","서울식물원","마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.571407","126.831726","2025-12-22 15:12:03.0"
"SIGMUL066","강서구","서울식물원","마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.570766","126.83157","2025-12-22 15:12:03.0"
"SIGMUL067","강서구","서울식물원","마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.570263","126.832","2025-12-22 15:12:03.0"
"SIGMUL068","강서구","서울식물원","마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56984","126.83153","2025-12-22 15:12:03.0"
"SIGMUL069","강서구","서울식물원","마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.569336","126.831436","2025-12-22 15:12:03.0"
"SIGMUL070","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568634","126.83163","2025-12-22 15:12:03.0"
"SIGMUL071","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568398","126.83209","2025-12-22 15:12:03.0"
"SIGMUL072","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56771","126.83106","2025-12-22 15:12:03.0"
"SIGMUL073","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.567173","126.83116","2025-12-22 15:12:03.0"
"SIGMUL074","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56745","126.83117","2025-12-22 15:12:03.0"
"SIGMUL075","강서구","서울식물원","마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56759","126.83198","2025-12-22 15:12:03.0"
"SIGMUL076","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566853","126.8296","2025-12-22 15:12:03.0"
"SIGMUL077","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566563","126.82865","2025-12-22 15:12:03.0"
"SIGMUL078","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5661","126.828514","2025-12-22 15:12:03.0"
"SIGMUL079","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56512","126.828","2025-12-22 15:12:03.0"
"SIGMUL080","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566242","126.82923","2025-12-22 15:12:03.0"
"SIGMUL081","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566845","126.83022","2025-12-22 15:12:03.0"
"SIGMUL082","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566612","126.83147","2025-12-22 15:12:03.0"
"SIGMUL083","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566124","126.83056","2025-12-22 15:12:03.0"
"SIGMUL084","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56603","126.83079","2025-12-22 15:12:03.0"
"SIGMUL085","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56605","126.831894","2025-12-22 15:12:03.0"
"SIGMUL086","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56505","126.83114","2025-12-22 15:12:03.0"
"SIGMUL087","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56498","126.827934","2025-12-22 15:12:03.0"
"SIGMUL088","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.564533","126.82853","2025-12-22 15:12:03.0"
"SIGMUL089","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56434","126.829315","2025-12-22 15:12:03.0"
"SIGMUL090","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.564457","126.82992","2025-12-22 15:12:03.0"
"SIGMUL091","강서구","서울식물원","마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56421","126.83094","2025-12-22 15:12:03.0"
"SIGMUL092","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.564434","126.83219","2025-12-22 15:12:03.0"
"SIGMUL093","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.564236","126.83298","2025-12-22 15:12:03.0"
"SIGMUL094","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.563976","126.833595","2025-12-22 15:12:03.0"
"SIGMUL095","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5648","126.83341","2025-12-22 15:12:03.0"
"SIGMUL096","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56501","126.83172","2025-12-22 15:12:03.0"
"SIGMUL097","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565","126.83164","2025-12-22 15:12:03.0"
"SIGMUL098","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565193","126.83222","2025-12-22 15:12:03.0"
"SIGMUL099","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565144","126.83244","2025-12-22 15:12:03.0"
"SIGMUL100","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565495","126.833206","2025-12-22 15:12:03.0"
"SIGMUL101","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565235","126.83415","2025-12-22 15:12:03.0"
"SIGMUL102","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566067","126.83368","2025-12-22 15:12:03.0"
"SIGMUL103","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.565704","126.83238","2025-12-22 15:12:03.0"
"SIGMUL104","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566917","126.83176","2025-12-22 15:12:03.0"
"SIGMUL105","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56653","126.832954","2025-12-22 15:12:03.0"
"SIGMUL106","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5665","126.833725","2025-12-22 15:12:03.0"
"SIGMUL107","강서구","서울식물원","마곡동로 161","숲문화학교 야외","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.566944","126.83397","2025-12-22 15:12:03.0"
"SIGMUL108","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.567425","126.83295","2025-12-22 15:12:03.0"
"SIGMUL109","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.56789","126.83348","2025-12-22 15:12:03.0"
"SIGMUL110","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.567905","126.83428","2025-12-22 15:12:03.0"
"SIGMUL111","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568027","126.83279","2025-12-22 15:12:03.0"
"SIGMUL112","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568684","126.83279","2025-12-22 15:12:03.0"
"SIGMUL113","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.5686","126.83349","2025-12-22 15:12:03.0"
"SIGMUL114","강서구","서울식물원","마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568317","126.834145","2025-12-22 15:12:03.0"
"SIGMUL115","강서구","서울식물원","마곡동로 161","식물문화센터 주변","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.568825","126.83558","2025-12-22 15:12:03.0"
"SIGMUL116","강서구","서울식물원","마곡동로 161","식물문화센터 주변","","4. 문화관광","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.569134","126.8346","2025-12-22 15:12:03.0"
"SIGMUL117","강서구","서울식물원","마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망_U무선망","2018","실외","","37.569187","126.8327","2025-12-22 15:12:03.0"
